PMID,Title
21808284,Gender-stratified gene and gene-treatment interactions in smoking cessation.
26729753,Pharmacogenomic Genome-Wide Meta-Analysis of Blood Pressure Response to β-Blockers in Hypertensive African Americans.
23150149,NAT2 genotype guided regimen reduces isoniazid-induced liver injury and early treatment failure in the 6-month four-drug standard treatment of tuberculosis: a randomized controlled trial for pharmacogenetics-based therapy.
27058899,eNOS polymorphisms and clinical outcome in advanced HCC patients receiving sorafenib: final results of the ePHAS study.
20981002,Breaking barriers in the genomics and pharmacogenetics of drug addiction.
17622941,Effect of drug transporter genotypes on pravastatin disposition in European- and African-American participants.
25147095,CYP2B6 c.983T&amp;gt;C polymorphism is associated with nevirapine hypersensitivity in Malawian and Ugandan HIV populations.
29755652,Correlation of MDR1 gene polymorphism with propofol combined with remifentanil anesthesia in pediatric tonsillectomy.
18509327,Pharmacogenetic pathway analysis of docetaxel elimination.
25461247,Genome-wide association study of virologic response with efavirenz-containing or abacavir-containing regimens in AIDS clinical trials group protocols.
26265436,Serotonergic gene variation in substance use pharmacotherapy: a systematic review.
22094953,Associations of ABCB1 3435C&amp;gt;T and IL-10-1082G&amp;gt;A polymorphisms with long-term sirolimus dose requirements in renal transplant patients.
26463708,Association of Variants in Candidate Genes with Lipid Profiles in Women with Early Breast Cancer on Adjuvant Aromatase Inhibitor Therapy.
21192344,CYP2C19 variation and citalopram response.
22108237,The use of a DNA biobank linked to electronic medical records to characterize pharmacogenomic predictors of tacrolimus dose requirement in kidney transplant recipients.
22915658,Epigenetic therapy using belinostat for patients with unresectable hepatocellular carcinoma: a multicenter phase I/II study with biomarker and pharmacokinetic analysis of tumors from patients in the Mayo Phase II Consortium and the Cancer Therapeutics Research Group.
18539621,Polymorphisms within the adenosine receptor 2a gene are associated with adverse events in RA patients treated with MTX.
23799528,Moderation of antipsychotic-induced weight gain by energy balance gene variants in the RUPP autism network risperidone studies.
18285551,Association of common C-reactive protein (CRP) gene polymorphisms with baseline plasma CRP levels and fenofibrate response: the GOLDN study.
23065688,Glutathione S-transferase P1 single nucleotide polymorphism predicts permanent ototoxicity in children with medulloblastoma.
26877068,Race-Specific Influence of CYP4F2 on Dose and Risk of Hemorrhage Among Warfarin Users.
27385990,Prospective study of the UGT1A1*27 gene polymorphism during irinotecan therapy in patients with lung cancer: Results of Lung Oncology Group in Kyusyu (LOGIK1004B).
26186989,Comparison of functional variants in IFNL4 and IFNL3 for association with HCV clearance.
21388237,Sexual dysfunction during treatment with serotonergic and noradrenergic antidepressants: clinical description and the role of the 5-HTTLPR.
24853734,Genetic variants in transcription factors are associated with the pharmacokinetics and pharmacodynamics of metformin.
23166513,RHOA is a modulator of the cholesterol-lowering effects of statin.
21502584,Pharmacogenomics: the genetics of variable drug responses.
24892773,PharmGKB summary: very important pharmacogene information for N-acetyltransferase 2.
20350125,"Pharmacogenomics of membrane transporters: past, present and future."
26307985,Impact of Single Nucleotide Polymorphisms (SNPs) on Immunosuppressive Therapy in Lung Transplantation.
28819312,Shared peptide binding of HLA Class I and II alleles associate with cutaneous nevirapine hypersensitivity and identify novel risk alleles.
19074728,Relative contribution of CYP2C9 and VKORC1 genotypes and early INR response to the prediction of warfarin sensitivity during initiation of therapy.
18850169,"Coffee, CYP1A2 genotype and risk of myocardial infarction."
26730167,First-line eradication for Helicobacter pylori-positive gastritis by esomeprazole-based triple therapy is influenced by CYP2C19 genotype.
28605058,Cardiovascular Pharmacogenomics and Cognitive Function in Patients with Schizophrenia.
18241283,Effect of CYP2C19*2 and *17 mutations on pharmacodynamics and kinetics of proton pump inhibitors in Caucasians.
23119086,Variants identified in a GWAS meta-analysis for blood lipids are associated with the lipid response to fenofibrate.
16998491,A high-resolution HLA and SNP haplotype map for disease association studies in the extended human MHC.
25148458,Aromatase inhibitor-associated bone fractures: a case-cohort GWAS and functional genomics.
17654295,Pharmacogenetic clinical trial of sustained-release bupropion for smoking cessation.
20876785,In vitro cytochrome P450-mediated metabolism of exemestane.
16355252,"Clines, clusters, and the effect of study design on the inference of human population structure."
15453913,Single nucleotide polymorphisms in the apolipoprotein B and low density lipoprotein receptor genes affect response to antihypertensive treatment.
18279474,Serotonin transporter polymorphism and bleeding time during SSRI therapy.
23856854,Positive effects of methylphenidate on hyperactivity are moderated by monoaminergic gene variants in children with autism spectrum disorders.
18261733,"Genetic variation at the LDL receptor and HMG-CoA reductase gene loci, lipid levels, statin response, and cardiovascular disease incidence in PROSPER."
23478884,Clopidogrel and warfarin pharmacogenetic tests: what is the evidence for use in clinical practice?
25556837,"Methadone dose in heroin-dependent patients: role of clinical factors, comedications, genetic polymorphisms and enzyme activity."
19752398,"Genetic variation at the NPC1L1 gene locus, plasma lipoproteins, and heart disease risk in the elderly."
22680342,Influence of CYP2B6 and ABCB1 SNPs on nevirapine plasma concentrations in Burundese HIV-positive patients using dried sample spot devices.
21178985,Common nonsynonymous substitutions in SLCO1B1 predispose to statin intolerance in routinely treated individuals with type 2 diabetes: a go-DARTS study.
29290749,Rasburicase-induced Hemolytic Anemia in an Adolescent With Unknown Glucose-6-Phosphate Dehydrogenase Deficiency.
23809542,The CYP2C19*17 variant is not independently associated with clopidogrel response.
28184434,Tell-Tale SNPs: The Role of CYP2B6 in Methadone Fatalities.
21851379,The effects of a single nucleotide polymorphism in SLCO1B1 on the pharmacodynamics of pravastatin.
25155933,Familial risk for alcohol dependence and developmental changes in BMI: the moderating influence of addiction and obesity genes.
27711230,The Role of Hepatitis C Virus Core Antigen Testing in the Era of Direct Acting Antiviral Therapies: What We Can Learn from the Protease Inhibitors.
22723959,Paraoxonase-1 is not a major determinant of stent thrombosis in a Taiwanese population.
26977927,A New Pharmacogenetic Algorithm to Predict the Most Appropriate Dosage of Acenocoumarol for Stable Anticoagulation in a Mixed Spanish Population.
27549341,Polymorphisms in drug-metabolizing enzymes and steady-state exemestane concentration in postmenopausal patients with breast cancer.
24071851,Emerging landscape of oncogenic signatures across human cancers.
26264253,Predictive factors for 24 weeks sustained virologic response (SVR24) and viral relapse in patients treated with simeprevir plus peginterferon and ribavirin.
22992668,Pharmacogenomics knowledge for personalized medicine.
27091191,A candidate gene investigation of methylphenidate response in adult attention-deficit/hyperactivity disorder patients: results from a naturalistic study.
22547144,"The PPAR alpha gene is associated with triglyceride, low-density cholesterol and inflammation marker response to fenofibrate intervention: the GOLDN study."
23677058,Impact of polymorphisms in drug pathway genes on disease-free survival in adults with acute myeloid leukemia.
26227246,Susceptibility loci for heroin and cocaine addiction in the serotonergic and adrenergic pathways in populations of different ancestry.
20031551,Pharmacogenetic predictors of statin-mediated low-density lipoprotein cholesterol reduction and dose response.
21546862,PharmGKB summary:  citalopram pharmacokinetics pathway.
19297219,Influence of CYP2C9 and VKORC1 on warfarin response during initiation of therapy.
18574025,The largest prospective warfarin-treated cohort supports genetic forecasting.
25329996,Effects of cytochrome P450 2C19 and paraoxonase 1 polymorphisms on antiplatelet response to clopidogrel therapy in patients with coronary artery disease.
28302415,"A prospective study to assess the association between genotype, phenotype and Prakriti in individuals on phenytoin monotherapy."
20530282,Pharmacogenetic predictors of adverse events and response to chemotherapy in metastatic colorectal cancer: results from North American Gastrointestinal Intergroup Trial N9741.
22012471,"ADORA2A Gene variation, caffeine, and emotional processing: a multi-level interaction on startle reflex."
19676097,FKBP5 polymorphisms and antidepressant response in geriatric depression.
19996755,Serotonin transporter triallelic genotype and response to citalopram and risperidone in dementia with behavioral symptoms.
28186161,Genetic variants in interferon-λ 4 influences HCV clearance in Chinese Han population.
19802338,"Genetic loci associated with plasma concentration of low-density lipoprotein cholesterol, high-density lipoprotein cholesterol, triglycerides, apolipoprotein A1, and Apolipoprotein B among 6382 white women in genome-wide analysis with replication."
24024897,RRM1 and RRM2 pharmacogenetics: association with phenotypes in HapMap cell lines and acute myeloid leukemia patients.
23252947,Association of carbamazepine major metabolism and transport pathway gene polymorphisms and pharmacokinetics in patients with epilepsy.
19779319,"CYP2B6, CYP2A6 and UGT2B7 genetic polymorphisms are predictors of efavirenz mid-dose concentration in HIV-infected patients."
23486447,Clinical Pharmacogenetics Implementation Consortium guideline for CYP2D6 and CYP2C19 genotypes and dosing of tricyclic antidepressants.
22927450,A single-nucleotide polymorphism in CYP2B6 leads to &amp;gt;3-fold increases in efavirenz concentrations in plasma and hair among HIV-infected women.
